specObjID,ra,dec,redshift,zErr,class,subClass,u,g,r,i,z,plate,mjd,fiberID
3.52E+18,35.357802,-8.7656885,7.23E-05,6.41E-06,STAR,K5,18.61857,16.16619,15.17343,14.86262,14.69612,3122,54821,119
3.04E+18,99.302347,26.827702,7.23E-05,1.20E-05,STAR,F5,19.19869,17.95353,17.53953,17.40784,17.33977,2696,54167,598
3.04E+18,98.301541,25.826035,7.23E-05,1.12E-05,STAR,F9,19.59002,18.26229,17.66694,17.41506,17.25242,2696,54167,85
3.32E+18,111.11007,36.636026,7.23E-05,1.32E-05,STAR,F5,19.60294,18.55247,18.23141,18.09334,18.09724,2946,54506,132
3.07E+18,104.29534,12.37084,7.25E-05,2.23E-05,STAR,F9,21.2765,19.87383,19.27282,19.04476,18.93336,2727,54414,314
3.07E+18,104.32836,12.21154,7.28E-05,8.78E-06,STAR,A0,18.90069,17.59506,17.45873,17.4299,17.43151,2727,54414,303
3.50E+18,8.8406897,-10.6621,7.28E-05,9.21E-06,STAR,F9,19.14574,17.86597,17.34951,17.12809,17.00821,3105,54825,45
3.32E+18,117.84631,10.023357,7.28E-05,8.69E-06,STAR,F9,19.96088,18.62714,18.11539,17.91835,17.8061,2945,54505,384
8.25E+18,39.845818,-0.76126361,7.29E-05,7.46E-06,STAR,G8V (101501),19.19257,17.61819,17.02541,16.79212,16.71826,7330,56684,138
2.31E+18,52.76186,0.658293,7.32E-05,9.42E-06,STAR,F5,17.1821,16.15477,15.6754,15.47365,15.36961,2049,53350,415
2.72E+18,48.377182,41.215953,7.32E-05,1.15E-05,STAR,K5,21.10815,19.26805,18.41784,18.06321,17.82588,2417,53766,171
3.50E+18,8.674155,-9.636505,7.33E-05,6.99E-06,STAR,K1,18.66015,16.72563,15.98611,15.77392,15.66006,3105,54825,514
3.07E+18,106.55844,12.521661,7.33E-05,8.58E-06,STAR,K5,21.1031,18.26316,17.06394,16.63494,16.39893,2727,54414,599
8.39E+18,130.58922,-0.2445228,7.34E-05,6.83E-06,STAR,G8V (101501),18.32209,16.81156,16.24704,16.05968,15.99013,7452,56745,128
3.32E+18,119.40713,10.66357,7.34E-05,7.64E-06,STAR,K5,19.37753,17.04011,16.08085,15.72533,15.53788,2945,54505,538
3.07E+18,104.50168,12.481558,7.35E-05,1.17E-05,STAR,F5,19.24442,18.0111,17.6134,17.45838,17.41526,2727,54414,319
3.28E+18,115.19855,18.152032,7.36E-05,5.53E-05,STAR,WD,19.46384,19.26209,19.58681,19.85101,20.14975,2915,54497,233
1.40E+18,82.776744,-0.60994237,7.36E-05,1.55E-05,STAR,M5,22.78888,19.92103,18.4537,16.63126,15.58063,1244,52674,142
2.73E+18,131.10384,15.877198,7.37E-05,1.24E-05,STAR,F5,17.95821,16.88511,16.55704,16.44286,16.41273,2429,53799,439
3.07E+18,104.98719,12.37596,7.37E-05,1.66E-05,STAR,F9,21.52851,19.88696,19.2902,19.04018,18.86866,2727,54414,231
3.74E+18,168.74719,41.795792,7.39E-05,1.43E-05,STAR,F5,19.42907,18.51756,18.18991,18.07768,18.03893,3326,54943,576
8.39E+18,131.08874,-0.43726234,7.41E-05,6.80E-06,STAR,K5Ve (118100),20.24014,18.28494,17.09429,16.82497,16.30134,7452,56745,61
3.50E+18,16.5954,-9.7988701,7.42E-05,8.29E-06,STAR,F9,17.51441,15.91122,15.29104,15.08358,14.97661,3109,54833,152
2.73E+18,131.43545,11.546416,7.42E-05,1.03E-05,STAR,A0,18.07862,16.88913,16.82967,16.8697,16.93163,2428,53801,90
1.68E+18,11.406914,0.191117,7.42E-05,7.51E-06,STAR,K5,19.51244,16.99774,15.90385,15.54351,15.33108,1496,52883,360
1.40E+18,82.548653,-0.67629287,7.42E-05,1.59E-05,STAR,M3,20.93477,19.7873,18.64809,17.48039,16.78334,1244,52674,164
1.68E+18,10.321549,0.91887,7.42E-05,1.64E-05,STAR,K7,22.65273,19.8866,18.5774,18.01126,17.73089,1495,52944,370
1.21E+18,32.156643,-0.380665,7.44E-05,8.45E-06,STAR,F9,18.89489,17.41953,16.8595,16.67967,16.61753,1074,52937,101
5.49E+18,238.95573,4.8456857,7.44E-05,2.01E-05,STAR,F3/F5V (30743),19.30503,18.42558,18.10487,17.97055,17.93475,4877,55707,50
3.28E+18,114.80107,18.170401,7.44E-05,8.93E-06,STAR,K7,20.7511,18.08069,16.86371,16.39332,16.1308,2915,54497,314
8.25E+18,55.544455,-0.073998076,7.45E-05,1.12E-05,STAR,F8V (30562),20.01785,18.90922,18.46264,18.31165,18.19074,7331,56658,157
3.07E+18,113.77199,15.305925,7.46E-05,1.16E-05,STAR,F9,20.48098,18.97244,18.40386,18.20228,18.09183,2728,54416,69
3.50E+18,7.7973299,-10.9774,7.47E-05,7.24E-06,STAR,F9,19.217,17.91307,17.36235,17.11643,17.04458,3105,54825,220
8.39E+18,130.47771,-1.3142116,7.47E-05,6.09E-06,STAR,K3V (32147),19.4224,17.24572,16.41529,16.1222,15.98562,7452,56745,104
8.39E+18,129.47493,0.29331866,7.48E-05,7.16E-06,STAR,G8V (101501),19.74644,17.97409,17.28642,17.04119,16.92134,7452,56745,655
3.81E+18,208.37453,42.73242,7.49E-05,1.23E-05,STAR,F9,19.78157,18.6193,18.1844,17.98574,18.01047,3380,54977,413
8.25E+18,39.133514,-0.6528353,7.50E-05,1.14E-05,STAR,G0 (63791),19.31441,17.86947,17.23812,16.9812,16.81344,7330,56684,251
3.79E+18,201.10117,41.911889,7.50E-05,1.22E-05,STAR,G2,19.60567,18.57447,18.05687,17.94073,17.85492,3368,54954,615
8.39E+18,130.43018,-1.1966565,7.51E-05,7.47E-06,STAR,G1V (95128),17.67366,16.38146,15.94648,15.8429,15.8133,7452,56745,106
3.81E+18,221.02879,40.454121,7.51E-05,8.05E-06,STAR,K5,20.29516,17.71625,16.5629,16.14763,15.9184,3386,54952,434
3.50E+18,8.5791197,-9.2292604,7.51E-05,8.72E-06,STAR,K7,20.68271,18.0374,16.95218,16.21142,15.89921,3105,54825,525
3.82E+18,226.06843,43.97256,7.52E-05,6.35E-06,STAR,K3,18.95188,17.11311,16.30538,15.9761,15.77169,3390,54945,295
3.50E+18,6.1767602,6.57652,7.52E-05,1.18E-05,STAR,G0,18.97745,17.89343,17.40463,17.20312,17.10694,3106,54738,241
3.80E+18,128.52784,23.313957,7.54E-05,7.39E-06,STAR,K3,20.3291,18.53778,17.75802,17.4684,17.32893,3373,54940,316
3.04E+18,98.380097,25.793592,7.55E-05,1.12E-05,STAR,F9,19.84415,18.49494,17.94735,17.72266,17.61533,2696,54167,89
3.81E+18,223.81317,10.435518,7.56E-05,7.66E-06,STAR,K5,20.70525,18.28027,17.23886,16.86236,16.65497,3388,54947,516
1.69E+18,24.919588,-0.356305,7.57E-05,1.32E-05,STAR,F2,18.71931,17.61434,17.22806,17.08016,17.02964,1502,53741,18
3.10E+18,219.99188,14.489303,7.57E-05,1.52E-05,STAR,F5,19.50731,18.50596,18.18145,18.03144,17.95233,2749,54241,348
8.26E+18,31.323282,-0.14431489,7.58E-05,6.51E-06,STAR,G8V (101501),17.56692,16.11724,15.60032,15.4097,15.34547,7332,56683,21
3.81E+18,224.34137,9.8946121,7.60E-05,7.74E-06,STAR,K5,19.37953,16.82837,15.69889,15.30691,15.08712,3388,54947,592
3.32E+18,111.04509,36.446614,7.60E-05,2.50E-05,STAR,F5,20.53435,19.5888,19.30574,19.2503,19.2354,2946,54506,121
1.69E+18,21.039848,-0.674778,7.62E-05,1.21E-05,STAR,F5,17.21782,16.17751,15.79728,15.65748,15.65042,1501,53740,280
1.40E+18,82.594128,-0.71010066,7.62E-05,1.34E-05,STAR,M3,20.53049,17.90318,16.47392,15.23689,14.56799,1244,52674,191
8.26E+18,36.482074,-1.1433913,7.62E-05,8.15E-06,STAR,K5 (G_19-24),20.89668,18.36957,17.11486,16.61256,16.34758,7333,56686,107
3.07E+18,229.08492,6.861307,7.63E-05,1.11E-05,STAR,F9,19.05565,17.74648,17.22948,17.04459,16.95847,2724,54616,170
1.69E+18,30.063194,0.300159,7.64E-05,7.21E-06,STAR,K3,19.75407,17.41069,16.49993,16.21225,16.04381,1505,52941,520
3.80E+18,191.19331,35.336325,7.64E-05,1.64E-05,STAR,G2,19.81197,18.81932,18.42185,18.2551,18.20932,3375,55003,145
3.80E+18,199.73899,31.799862,7.65E-05,7.98E-06,STAR,K3,18.95238,16.84847,16.00751,15.72318,15.58067,3377,54950,210
3.07E+18,104.36636,12.976348,7.65E-05,9.90E-06,STAR,F9,19.52829,18.26509,17.74403,17.53457,17.42483,2727,54414,344
3.04E+18,98.985149,25.654253,7.66E-05,8.57E-06,STAR,F9,19.3967,17.68286,17.05393,16.80171,16.67447,2696,54167,2
8.26E+18,30.806476,0.37317937,7.69E-05,8.12E-06,STAR,K3V (32147),21.00052,19.0499,18.14824,17.81422,17.66779,7332,56683,930
3.07E+18,104.4024,13.099873,7.69E-05,1.82E-05,STAR,F9,21.55979,19.88808,19.29552,19.07568,18.98571,2727,54414,329
3.07E+18,105.10749,11.872346,7.70E-05,1.35E-05,STAR,F9,20.75285,19.4314,18.85084,18.63927,18.51202,2727,54414,260
3.50E+18,9.2336397,-10.9145,7.71E-05,1.56E-05,STAR,F9,19.91579,18.51539,18.0049,17.82062,17.73005,3105,54825,6
2.35E+18,134.90931,24.365838,7.71E-05,1.98E-05,STAR,K7,22.13513,19.66507,18.33974,17.83432,18.78097,2086,53401,315
1.68E+18,11.814745,0.222319,7.73E-05,8.80E-06,STAR,F9,17.74434,16.35097,15.83848,15.65696,15.59587,1496,52883,392
1.35E+18,138.4686,42.50145,7.73E-05,1.33E-05,STAR,M0,21.92829,19.35129,18.01624,17.41924,16.9953,1201,52674,437
2.35E+18,132.43683,23.043411,7.74E-05,1.55E-05,STAR,A0,19.12032,17.86693,18.00875,18.1317,18.20374,2085,53379,192
8.39E+18,130.58928,-0.28984813,7.74E-05,1.08E-05,STAR,G1V (95128),19.90138,18.70535,18.26393,18.12884,18.09354,7452,56745,133
3.80E+18,128.88841,22.139871,7.76E-05,8.23E-06,STAR,K3,19.71267,17.42186,16.5319,16.23531,16.08469,3373,54940,290
3.80E+18,199.08478,32.527257,7.77E-05,9.30E-06,STAR,K3,19.75723,17.97149,17.22077,16.92459,16.71058,3377,54950,227
5.04E+18,131.36556,22.35147,7.78E-05,1.93E-05,STAR,F3/F5V (30743),19.63169,18.75114,18.45408,18.33996,18.27718,4472,55893,14
8.39E+18,130.06333,-0.17769957,7.78E-05,8.30E-06,STAR,G4V (32923),19.79498,18.44201,17.9329,17.73979,17.67545,7452,56745,237
6.99E+17,242.29093,53.505989,7.78E-05,1.73E-05,STAR,M3,20.28969,18.09549,17.03184,16.34656,15.85492,621,52055,535
3.80E+18,130.3213,23.209338,7.79E-05,1.19E-05,STAR,G0,19.5281,18.46594,18.09067,17.93067,17.89977,3373,54940,508
1.69E+18,17.707294,-0.802485,7.79E-05,1.32E-05,STAR,K7,20.07005,17.39273,16.06176,15.54742,15.29297,1499,53001,251
3.04E+18,98.503017,25.598293,7.81E-05,1.28E-05,STAR,G2,20.25771,18.74396,18.21104,17.97254,17.89749,2696,54167,43
8.25E+18,55.518322,-1.2121639,7.82E-05,7.35E-06,STAR,K3V (32147),19.38498,16.84082,15.65028,15.17501,14.88179,7331,56658,165
9.99E+18,199.67607,36.125711,7.83E-05,3.34E-05,STAR,A2II (39866),19.74204,18.49329,18.61669,18.72876,18.7524,8871,57519,965
1.34E+18,129.71336,3.8964538,7.84E-05,4.95E-06,STAR,A0,16.51255,15.29539,15.41602,15.55245,15.64787,1188,52650,300
3.50E+18,9.4579496,-10.1111,7.84E-05,8.98E-06,STAR,K1,19.0098,17.45665,16.80615,16.57423,16.44571,3105,54825,37
3.04E+18,99.119842,25.820209,7.84E-05,1.05E-05,STAR,F9,20.06237,18.49095,17.83056,17.56428,17.37735,2696,54167,3
3.80E+18,130.26402,23.125787,7.85E-05,7.90E-06,STAR,K5,20.26947,17.98621,16.99037,16.57174,16.36374,3373,54940,495
3.04E+18,99.239547,27.203619,7.86E-05,9.64E-06,STAR,F9,20.34875,18.53231,17.87263,17.6414,17.52218,2696,54167,585
8.39E+18,128.93379,-0.10539428,7.88E-05,7.40E-06,STAR,G4V (32923),18.91354,17.55938,17.01715,16.82556,16.74501,7452,56745,467
3.32E+18,118.87489,9.501042,7.88E-05,8.01E-06,STAR,K5,19.50109,17.05474,16.01999,15.66308,15.48185,2945,54505,487
3.81E+18,223.853,11.170328,7.88E-05,7.75E-06,STAR,K5,19.72351,17.41032,16.46194,16.137,15.9754,3388,54947,567
8.39E+18,129.09516,0.89695701,7.89E-05,9.13E-06,STAR,G4V (32923),18.47143,17.22498,16.79735,16.65137,16.60071,7452,56745,598
1.69E+18,28.410339,0.282284,7.89E-05,7.38E-06,STAR,K3,20.06283,17.82409,16.89269,16.5278,16.31388,1504,52940,545
3.52E+18,35.987982,-9.1180855,7.90E-05,9.23E-06,STAR,G0,17.72763,16.62319,16.22933,16.07301,16.04961,3122,54821,76
8.25E+18,39.078722,-0.94687881,7.91E-05,8.71E-06,STAR,G1V (95128),17.86077,16.70001,16.32328,16.19236,16.13696,7330,56684,256
1.70E+18,34.31599,-0.838568,7.91E-05,1.09E-05,STAR,G2,18.3286,17.0684,16.54487,16.31989,16.23011,1507,53763,53
3.50E+18,6.0803499,8.2604198,7.91E-05,6.76E-06,STAR,K1,18.397,16.71358,16.04258,15.76134,15.61411,3106,54738,383
3.04E+18,98.597418,25.587279,7.92E-05,1.18E-05,STAR,F9,20.07031,18.56806,17.93111,17.6531,17.52632,2696,54167,50
3.28E+18,115.26489,17.169844,7.92E-05,5.28E-05,STAR,A0,20.84233,19.74168,19.55669,19.41125,19.52807,2915,54497,260
1.70E+18,31.11735,0.756697,7.93E-05,1.36E-05,STAR,M4,22.43382,19.85493,18.47675,17.29018,16.65455,1506,53003,377
3.04E+18,98.766529,27.860772,7.95E-05,1.29E-05,STAR,G0,19.77022,18.42539,17.86862,17.65289,17.5165,2696,54167,567
1.68E+18,12.513715,-0.990918,7.96E-05,9.82E-06,STAR,F9,18.48753,16.91103,16.33712,16.20791,16.08107,1496,52883,206
3.28E+18,115.62846,17.583453,7.98E-05,6.12E-05,STAR,A0,19.89173,18.99543,18.58496,18.45083,18.34425,2915,54497,213
3.04E+18,99.349695,26.36622,7.99E-05,8.37E-06,STAR,M0,22.38223,18.99788,17.53203,16.88179,16.48957,2696,54167,26
1.68E+18,12.010855,1.144985,8.00E-05,9.04E-06,STAR,F9,17.65673,16.25845,15.72613,15.53151,15.46014,1496,52883,338
3.80E+18,128.47665,22.963039,8.00E-05,1.55E-05,STAR,A0,19.65105,18.43842,18.50741,18.55833,18.62415,3373,54940,303
3.04E+18,98.795511,26.937744,8.00E-05,1.08E-05,STAR,F9,19.81743,18.47375,17.94704,17.70742,17.56943,2696,54167,548
3.50E+18,9.1365805,-9.8444405,8.00E-05,8.26E-06,STAR,K5,20.75282,18.19885,17.1452,16.74291,16.4967,3105,54825,543
8.39E+18,131.46779,-0.060455244,8.01E-05,6.86E-06,STAR,G4V (32923),17.49948,16.16367,15.68972,15.51435,15.4584,7452,56745,35
3.50E+18,8.89779,-10.1957,8.01E-05,6.99E-06,STAR,F9,18.25884,16.80638,16.27011,16.09567,15.99334,3105,54825,75
2.72E+18,119.82913,10.077316,8.02E-05,9.63E-06,STAR,F9,19.20418,17.85533,17.36537,17.46061,17.19279,2418,53794,243
2.73E+18,132.23173,12.411714,8.02E-05,1.12E-05,STAR,M3,21.46931,19.2972,17.85633,16.74323,16.14099,2428,53801,66
2.70E+18,49.417882,40.786909,8.03E-05,3.53E-06,STAR,A0,15.97198,14.78704,14.80791,15.25347,14.87912,2397,53763,131
3.81E+18,223.96691,10.518157,8.05E-05,8.44E-06,STAR,K7,20.27818,17.76795,16.57551,16.11245,15.86401,3388,54947,547
8.25E+18,39.010515,-0.26708991,8.10E-05,7.04E-06,STAR,K5 (G_19-24),19.12355,16.48793,15.30443,14.77385,14.48368,7330,56684,279
1.25E+18,326.21994,-1.209958,8.10E-05,8.77E-06,STAR,K3,20.5597,18.68827,17.81655,17.48743,17.30773,1108,53227,84
8.24E+18,141.18089,46.231801,8.10E-05,9.52E-06,STAR,K0V (10780),21.0117,19.23286,18.55797,18.33771,18.16548,7315,56685,275
3.04E+18,99.692973,26.929148,8.11E-05,8.61E-06,STAR,K5,21.91367,18.79344,17.6923,17.2349,17.05776,2696,54167,621
3.52E+18,35.354685,-9.648217,8.12E-05,6.07E-06,STAR,A0,17.98034,16.74422,16.79758,16.87711,16.95918,3122,54821,94
3.03E+17,149.48749,-0.39972091,8.12E-05,1.38E-05,STAR,M2,21.80441,19.31694,17.91533,16.96322,16.4431,269,51910,317
3.81E+18,216.65065,29.042296,8.13E-05,1.97E-05,STAR,F5,19.39953,18.4532,18.08057,17.95308,17.8929,3384,54948,295
6.18E+18,228.43861,9.6335311,8.13E-05,1.31E-05,STAR,F3/F5V (30743),19.6944,18.6789,18.36482,18.23882,18.20905,5487,55982,827
3.32E+18,111.11937,36.261284,8.14E-05,8.36E-06,STAR,K5,20.20004,17.59949,16.47039,16.02218,15.79549,2946,54506,137
3.50E+18,19.874701,7.7202001,8.15E-05,1.07E-05,STAR,G2,19.72948,18.42931,17.99475,17.86409,17.76784,3110,54747,541
3.04E+18,99.392113,26.817482,8.17E-05,1.13E-05,STAR,K1,21.59058,19.85848,19.09437,18.75603,18.5697,2696,54167,584
8.25E+18,40.586648,0.087817327,8.20E-05,9.48E-06,STAR,K5Ve (118100),21.17529,18.88593,17.84707,17.4657,17.22915,7330,56684,999
3.07E+18,229.10281,6.875422,8.21E-05,9.13E-06,STAR,F9,17.09991,15.5634,14.99256,14.79878,14.72902,2724,54616,180
1.69E+18,15.6355,-0.649503,8.22E-05,9.69E-06,STAR,F9,18.02195,16.74886,16.29817,16.12759,16.07159,1497,52886,67
3.81E+18,222.39746,22.787341,8.22E-05,3.51E-05,STAR,F5,20.39653,19.42784,19.09066,19.00904,18.94871,3387,54951,224
1.34E+18,134.10771,6.7123257,8.23E-05,9.92E-06,STAR,F9,17.31981,15.8641,15.30311,15.29837,15.28876,1189,52668,614
2.35E+18,133.66667,24.179508,8.23E-05,1.10E-05,STAR,G2,18.72834,17.55404,17.13572,16.99898,16.9302,2085,53379,539
3.80E+18,189.58871,22.672645,8.23E-05,1.61E-05,STAR,G0,19.58682,18.59902,18.16136,17.99323,17.92575,3374,54948,83
3.32E+18,111.34189,37.206677,8.25E-05,7.04E-06,STAR,K3,19.90949,17.71841,16.84474,16.5185,16.3579,2946,54506,151
3.80E+18,130.49037,23.318874,8.25E-05,1.43E-05,STAR,F2,19.94261,18.84685,18.5106,18.35977,18.3567,3373,54940,513
3.80E+18,200.74914,31.819597,8.25E-05,3.49E-05,STAR,F5,20.04325,19.03403,18.68943,18.53328,18.47377,3377,54950,17
3.50E+18,17.504,-9.4974899,8.28E-05,6.87E-06,STAR,K5,20.11726,17.94274,16.8905,16.44304,16.17089,3109,54833,593
8.39E+18,128.87287,0.70544187,8.28E-05,8.12E-06,STAR,K5Ve (118100),21.081,18.61092,17.43915,16.97106,16.70546,7452,56745,502
2.35E+18,134.85872,24.009407,8.30E-05,2.22E-05,STAR,M4,21.12234,18.8433,17.46733,16.04325,15.2631,2086,53401,286
3.50E+18,14.162,-1.05928,8.31E-05,9.49E-06,STAR,F9,19.03054,17.59171,17.03761,16.82989,16.71608,3112,54802,206
3.50E+18,15.8584,-10.0816,8.31E-05,8.02E-06,STAR,K1,20.15122,18.53897,17.86504,17.61499,17.52407,3109,54833,186
1.34E+18,130.11927,3.920835,8.32E-05,9.80E-06,STAR,F9,19.56576,17.9565,17.37255,17.38127,17.10145,1188,52650,260
3.80E+18,128.57898,22.706224,8.33E-05,1.65E-05,STAR,F5,18.65839,17.61962,17.14879,16.83092,16.82914,3373,54940,308
2.95E+18,0.487323,-5.459047,8.35E-05,8.91E-06,STAR,F9,19.52548,17.98298,17.38945,17.15972,17.04844,2624,54380,264
3.04E+18,99.366317,26.77865,8.35E-05,1.68E-05,STAR,F9,20.56662,19.22845,18.71513,18.49768,18.40333,2696,54167,594
3.80E+18,189.64027,22.516417,8.36E-05,1.47E-05,STAR,G2,20.17526,18.95942,18.54807,18.47179,18.43509,3374,54948,82
3.07E+18,105.13688,11.260064,8.38E-05,1.14E-05,STAR,G2,19.16441,17.91894,17.4605,17.28188,17.20528,2727,54414,254
3.05E+17,154.4048,-0.71507502,8.40E-05,1.19E-05,STAR,K3,21.01499,18.97723,18.07446,17.77197,17.6022,271,51883,189
3.32E+18,111.58837,36.553179,8.43E-05,4.98E-05,STAR,O,17.71511,18.0626,18.55971,18.89441,19.21366,2946,54506,93
2.65E+18,158.67413,24.796043,8.43E-05,1.04E-05,STAR,K7,20.00532,17.4277,16.1675,15.64911,15.37416,2352,53770,239
3.07E+18,112.86357,15.038159,8.44E-05,1.70E-05,STAR,F9,20.65252,19.31908,18.71927,18.51518,18.38006,2728,54416,97
3.80E+18,199.00546,31.635067,8.45E-05,8.57E-06,STAR,F9,18.59665,17.21145,16.64963,16.41904,16.27405,3377,54950,287
1.35E+18,127.02682,34.340069,8.45E-05,1.43E-05,STAR,F5,18.82804,17.72589,17.43009,17.31926,17.29206,1197,52668,202
3.80E+18,130.9233,23.546775,8.46E-05,6.78E-06,STAR,K3,20.87926,16.79502,15.8433,15.54233,15.40021,3373,54940,552
2.35E+18,132.06864,23.968013,8.47E-05,8.24E-06,STAR,K1,19.42003,19.19707,25.28917,24.25894,16.16543,2085,53379,332
5.15E+18,145.16907,41.655267,8.48E-05,3.58E-05,STAR,M5III (221615),21.34057,19.60604,18.9533,18.34122,17.85226,4571,55629,716
9.32E+17,130.26878,39.282543,8.53E-05,1.28E-05,STAR,G0,18.7974,17.62343,17.18458,17.03268,16.98638,828,52317,560
1.41E+19,140.62709,2.0026832,8.54E-05,2.69E-05,STAR,M5III (221615),19.90212,19.23894,19.00541,18.13982,17.46436,12547,58928,74
8.39E+18,131.0251,-0.15687695,8.55E-05,7.15E-06,STAR,K5Ve (118100),20.41197,17.75979,16.69684,16.34214,16.14984,7452,56745,75
8.26E+18,35.501734,0.003751332,8.57E-05,8.02E-06,STAR,K0V (10780),18.92165,17.28708,16.63226,16.40312,16.27736,7333,56686,657
6.09E+18,190.2183,10.96827,8.57E-05,1.50E-05,STAR,F0IV (81937),19.34696,18.36401,18.13707,18.05171,18.04958,5406,55955,948
6.52E+18,149.64153,28.094935,8.57E-05,2.03E-05,STAR,F3/F5V (30743),19.74894,18.83697,18.5526,18.4354,18.38097,5794,56282,996
3.51E+18,58.574761,11.536693,8.58E-05,8.57E-06,STAR,K3,21.10555,19.17363,18.24977,17.82371,17.5987,3121,54749,180
8.39E+18,131.10635,-0.062176622,8.58E-05,9.38E-06,STAR,K5Ve (118100),21.95951,19.13857,18.04833,17.64587,17.39946,7452,56745,69
2.65E+18,159.77974,24.882963,8.59E-05,9.98E-06,STAR,K7,20.62758,18.03791,16.73211,16.23622,15.95063,2352,53770,106
5.08E+18,122.97238,11.450405,8.61E-05,1.54E-05,STAR,F3/F5V (30743),19.69832,18.55993,18.32644,18.12993,18.10257,4509,55574,646
3.81E+18,223.84567,10.699254,8.63E-05,9.52E-06,STAR,G2,18.70556,17.51061,17.04691,16.85287,16.74728,3388,54947,574
8.39E+18,130.75518,-0.69534654,8.63E-05,6.43E-06,STAR,K0IV (191026),18.82832,16.87947,16.1885,16.00159,15.92541,7452,56745,57
3.28E+18,114.97325,17.783278,8.63E-05,3.81E-05,STAR,A0,20.36928,19.34282,19.11882,19.07687,19.21798,2915,54497,262
3.10E+18,224.58139,13.224022,8.64E-05,8.05E-05,STAR,WD,19.34176,18.90145,18.91884,19.01904,19.24085,2751,54243,277
1.69E+18,29.413643,0.769257,8.64E-05,1.08E-05,STAR,K5,21.85205,19.31339,18.20389,17.81644,17.59373,1505,52941,414
9.33E+17,131.42222,39.832609,8.66E-05,4.74E-05,STAR,A0,20.66152,19.43294,19.44353,19.54741,19.60954,829,52296,131
1.69E+18,24.70039,-0.944186,8.66E-05,9.35E-06,STAR,K5,20.80689,18.41768,17.22475,16.75087,16.49899,1502,53741,33
3.07E+18,118.31114,19.157227,8.67E-05,9.36E-06,STAR,M1,20.06861,19.48836,18.5938,17.78572,17.31268,2729,54419,459
1.70E+18,30.609734,0.633457,8.67E-05,1.53E-05,STAR,M3,21.97997,19.85216,18.4503,17.31981,16.7324,1506,53003,346
5.49E+18,155.06703,5.8219944,8.68E-05,3.96E-05,STAR,WDhotter,18.15997,18.01668,18.42154,18.70035,19.01388,4876,55679,54
8.25E+18,39.251584,-0.32285703,8.68E-05,8.30E-06,STAR,K5Ve (118100),21.56442,19.07442,18.09436,17.67853,17.43694,7330,56684,236
6.60E+18,198.77088,20.966867,8.70E-05,8.10E-06,STAR,K5 (G_19-24),21.41578,18.49631,17.15146,16.59019,16.26986,5864,56047,860
3.07E+18,117.78818,18.495744,8.73E-05,1.05E-05,STAR,F9,19.80621,18.52073,18.09272,17.90774,17.8726,2729,54419,478
3.81E+18,222.45173,22.311544,8.73E-05,3.40E-05,STAR,A0,19.89319,18.97113,18.83761,18.80552,18.88292,3387,54951,260
2.73E+18,131.90839,12.6014,8.73E-05,2.05E-05,STAR,M3,21.26016,19.02431,17.44684,16.19005,15.52036,2428,53801,110
2.95E+18,0.444495,-5.369578,8.74E-05,2.21E-05,STAR,A0,18.96346,18.07816,17.82548,17.71535,17.68082,2624,54380,269
3.79E+18,198.92104,42.531331,8.75E-05,1.83E-05,STAR,F5,19.50785,18.58699,18.2489,18.09288,17.9809,3368,54954,362
1.70E+18,36.017643,-1.158897,8.76E-05,8.08E-06,STAR,F9,17.73759,16.23419,15.71032,15.50606,15.44949,1508,52944,135
8.39E+18,130.97469,-0.19910739,8.78E-05,7.08E-06,STAR,K3V (32147),19.86395,17.80221,17.02349,16.73229,16.59822,7452,56745,100
9.33E+17,132.05381,40.059143,8.80E-05,1.05E-05,STAR,M1,21.21424,18.79732,17.34846,16.51107,15.96949,829,52296,172
2.95E+18,0.416103,-5.521279,8.81E-05,8.65E-06,STAR,F9,18.19238,16.6985,16.13738,15.92554,15.83973,2624,54380,254
9.32E+17,129.15324,39.35244,8.81E-05,9.57E-06,STAR,M2,20.64948,18.01312,16.54358,15.73275,15.1011,828,52317,423
8.39E+18,128.71604,0.50192581,8.83E-05,7.84E-06,STAR,K3V (32147),20.39856,18.15579,17.24403,16.8787,16.64803,7452,56745,512
1.70E+18,31.410036,0.866626,8.83E-05,1.22E-05,STAR,K1,20.98549,19.11186,18.35675,18.11478,17.97248,1506,53003,416
8.39E+18,129.63653,1.4112762,8.84E-05,1.49E-05,STAR,M3III (44478),20.13292,19.00021,17.9822,16.97294,16.42517,7452,56745,662
8.39E+18,128.54173,-0.22137555,8.85E-05,1.10E-05,STAR,K3V (32147),20.49517,18.44022,17.60361,17.29115,17.14,7452,56745,492
8.25E+18,39.754946,-1.0014827,8.88E-05,1.34E-05,STAR,M1 (204445),21.44804,18.86494,17.43322,16.62283,16.19531,7330,56684,127
3.07E+18,104.40756,12.967023,8.89E-05,1.06E-05,STAR,F5,19.08941,17.84322,17.43939,17.27932,17.20319,2727,54414,354
3.07E+18,112.35439,16.229445,8.91E-05,1.10E-05,STAR,F9,20.25905,18.76987,18.17831,17.97069,17.85567,2728,54416,423
3.08E+18,228.93951,6.528872,8.91E-05,2.59E-05,STAR,G2,20.44831,19.16145,18.62693,18.40432,18.30809,2739,54618,218
1.35E+18,127.246,33.940139,8.92E-05,1.06E-05,STAR,F5,17.8023,16.67531,16.34087,16.23802,16.23245,1197,52668,216
