specObjID,ra,dec,redshift,zErr,class,subClass,u,g,r,i,z,plate,mjd,fiberID
6.52E+18,149.53876,33.103072,0.5224386,0.000183258,GALAXY,,26.06629,22.25443,20.66987,19.66426,19.07378,5793,56337,287
6.52E+18,149.48708,33.197772,0.5224456,0.000179589,GALAXY,,22.40544,21.419,20.29505,19.40995,18.90293,5793,56337,294
6.52E+18,147.02027,27.011689,0.5225694,5.47E-05,QSO,BROADLINE,21.29182,20.29306,19.83991,19.23291,18.95645,5795,56298,60
7.22E+18,176.94718,24.412696,0.5227299,6.10E-05,QSO,BROADLINE,20.45219,19.91653,19.7887,19.44296,19.14094,6416,56312,148
5.83E+18,133.35359,25.613428,0.5228063,0.000113165,GALAXY,,25.50813,22.02436,20.45264,19.55208,19.10181,5179,55957,613
7.60E+18,210.71401,45.839282,0.5229648,0.000101539,QSO,BROADLINE,20.7526,20.32783,19.95927,19.63756,19.45381,6750,56367,256
5.14E+18,149.54555,43.803136,0.5231636,0.000127977,GALAXY,,22.58902,21.6522,20.40043,19.59771,19.10785,4565,55591,677
8.64E+18,11.784175,27.216441,0.5232758,7.37E-05,QSO,BROADLINE,19.68818,19.26777,19.34614,19.0673,18.9924,7673,57329,781
6.53E+18,150.37044,30.336692,0.5233745,0.000129845,GALAXY,,24.83162,22.01792,20.35974,19.41098,18.90501,5800,56279,925
6.52E+18,150.30797,33.654757,0.523418,0.00020962,GALAXY,,25.75335,21.6329,20.20596,19.40326,18.98684,5793,56337,111
5.83E+18,134.65418,26.436871,0.523671,0.000111258,GALAXY,,22.34047,21.2778,19.57725,18.51767,17.97254,5179,55957,823
8.34E+18,176.47937,46.256545,0.5238823,0.6099008,QSO,,22.40738,22.67625,20.58015,20.0141,19.17239,7404,56776,517
6.52E+18,150.30518,32.974022,0.5239178,0.00013068,GALAXY,,25.42632,22.32829,20.42393,19.48206,19.00739,5793,56337,125
6.53E+18,147.44985,31.337832,0.5241421,9.80E-05,GALAXY,,23.45913,21.55907,19.83802,18.82931,18.47974,5801,56328,783
1.41E+19,130.27006,0.41378557,0.5241785,0.000368818,GALAXY,,22.33052,22.23561,21.24085,20.39374,20.3562,12525,58932,760
1.34E+18,137.08757,4.8498532,0.5243025,6.10E-05,QSO,,22.59198,20.65137,20.12896,19.49139,18.89628,1193,52652,264
7.56E+18,238.02017,52.14517,0.5244159,9.37E-05,GALAXY,,22.08495,21.1958,19.7941,18.9861,18.52231,6715,56449,35
9.33E+17,132.02482,39.396118,0.524505,0.000104872,QSO,BROADLINE,18.01336,17.6224,17.75022,17.59905,17.56615,829,52296,50
5.83E+18,134.4047,26.262548,0.5245365,0.000182079,GALAXY,,21.90641,21.76145,20.42923,19.5722,19.15193,5179,55957,793
6.52E+18,149.60903,33.480325,0.5246236,0.000146333,GALAXY,,23.5402,21.72631,20.44315,19.64819,19.2453,5793,56337,273
5.45E+18,199.72069,6.0475491,0.5246943,4.19E-05,QSO,STARBURST BROADLINE,21.92599,21.23805,19.84434,19.08024,18.60474,4840,55690,151
8.60E+18,329.48022,24.244654,0.5247263,7.99E-05,QSO,STARBURST BROADLINE,21.11226,20.9784,20.92559,20.70658,20.64716,7640,57311,256
5.83E+18,133.45218,25.848047,0.5252141,9.97E-05,GALAXY,,22.24459,22.17394,20.38647,19.35285,18.92704,5179,55957,611
1.17E+19,142.72952,32.14628,0.5253845,0.000177376,GALAXY,,23.2984,22.48304,21.82537,20.92186,21.00713,10429,58145,554
5.15E+18,149.17348,35.722666,0.5254656,0.000148277,GALAXY,,24.70549,22.11913,20.6718,19.65433,19.17732,4573,55587,23
6.53E+18,150.08913,28.726778,0.5255353,0.000123961,GALAXY,,25.43108,21.79712,20.11824,19.26458,18.87578,5800,56279,127
6.58E+17,214.42806,3.5632252,0.5255461,0.000193789,GALAXY,,23.87927,21.25312,19.56842,18.62662,18.1652,584,52049,284
6.52E+18,149.57368,33.125052,0.5255481,8.74E-05,GALAXY,,25.48563,22.13586,20.42037,19.49754,19.08112,5793,56337,259
5.28E+17,134.48072,-0.13849438,0.5255838,4.71E-05,QSO,BROADLINE,20.37578,19.92799,19.71047,19.44634,19.36023,469,51913,214
4.46E+18,232.18738,27.971236,0.5256175,0.000125853,GALAXY,,25.93373,22.21749,20.57222,19.62722,19.11602,3959,55679,759
5.50E+18,234.2556,6.7868204,0.5260817,0.000149637,GALAXY,,22.27578,21.47286,19.88976,18.96438,18.41565,4881,55733,506
6.52E+18,148.61415,34.320252,0.5262794,0.0001157,GALAXY,,23.92258,21.87033,20.11808,19.06927,18.48035,5793,56337,575
1.21E+19,248.33537,36.40565,0.526323,0.000123579,QSO,BROADLINE,21.59478,21.00628,20.77741,20.36212,20.17704,10726,58199,352
6.45E+17,152.5939,5.21401,0.5264361,0.000152982,GALAXY,,21.84218,21.00438,19.66724,19.03852,18.69735,573,52325,564
6.52E+18,149.50957,33.272863,0.5264418,0.00015686,GALAXY,,24.04474,22.00666,20.42262,19.49628,19.05993,5793,56337,293
5.83E+18,135.38372,25.210736,0.5264598,0.000131719,GALAXY,,22.91258,21.13673,19.86277,19.00673,18.52853,5179,55957,23
6.53E+18,150.81705,29.048058,0.5265885,0.00012295,GALAXY,,25.04713,21.72215,20.25512,19.32979,18.90067,5800,56279,49
1.24E+19,10.91387,13.7435,0.5267097,3.56E-05,QSO,AGN BROADLINE,19.84017,19.2965,19.2238,18.9104,18.72105,11042,58462,684
8.87E+18,19.622945,-1.4053371,0.5268104,2.53E-05,QSO,STARBURST BROADLINE,19.26469,18.88936,18.87436,18.6518,18.59484,7877,56898,524
6.52E+18,151.02996,34.489826,0.526832,0.000245359,GALAXY,,21.67073,21.92058,20.19719,19.19357,18.52287,5793,56337,991
5.50E+18,234.20747,6.8200133,0.5268788,0.000186458,GALAXY,,23.8484,22.33758,20.84128,19.84413,19.38216,4881,55733,501
7.84E+18,194.63233,67.323588,0.5270742,7.82E-05,QSO,STARBURST,20.90381,20.38907,20.29663,19.93308,19.67783,6964,56748,275
4.46E+18,232.18245,28.380018,0.5273135,0.000125732,GALAXY,,24.45584,22.02043,20.35942,19.49222,19.00161,3959,55679,741
2.03E+18,207.94084,6.2023703,0.5273457,5.24E-05,QSO,BROADLINE,19.4238,19.0619,19.19575,19.02326,19.02439,1805,53875,130
6.45E+17,152.4069,5.2322862,0.5274559,0.000144052,GALAXY,,21.60031,21.04253,19.42883,18.48146,17.91656,573,52325,565
7.91E+18,213.16537,52.016613,0.5274818,0.00033608,GALAXY,,24.6165,22.97309,21.65076,20.60534,20.30836,7027,56448,96
8.26E+18,38.407983,-0.139127,0.5278612,0.000403384,QSO,,23.03745,22.7661,22.1011,21.82432,21.70893,7336,56656,496
1.31E+19,256.22917,31.066425,0.5279365,0.000121004,GALAXY,,23.44924,22.7807,20.99653,19.96056,19.47739,11653,58526,700
1.24E+19,10.969003,16.616214,0.5279844,0.000204771,QSO,,20.04345,20.07812,19.92684,19.64521,19.54795,11040,58456,311
6.53E+18,147.01501,30.797402,0.5282294,8.06E-05,GALAXY,STARFORMING,22.01737,21.21647,19.89694,19.09558,18.62893,5801,56328,713
5.83E+18,134.63963,26.806657,0.5284044,0.000112515,GALAXY,,23.81008,22.94675,20.90763,19.84006,19.46107,5179,55957,824
6.53E+18,147.37493,30.905672,0.5284916,0.000122077,GALAXY,,24.81575,22.83498,20.82496,19.75174,19.34924,5801,56328,789
4.11E+18,39.861689,-0.37206855,0.5285644,0.000126542,GALAXY,,25.81781,21.66278,20.08398,19.05594,18.6554,3650,55244,317
6.52E+18,150.29254,33.545614,0.5286068,0.00017194,GALAXY,,23.72697,21.78783,20.30867,19.45443,18.87934,5793,56337,102
9.21E+18,172.52472,57.377633,0.5287384,9.84E-05,QSO,,21.58182,21.18976,21.00769,20.46263,20.18795,8176,57131,264
1.24E+19,27.684645,13.392818,0.528789,7.66E-05,QSO,BROADLINE,18.7579,18.39727,18.17226,17.96736,17.95209,11045,58485,455
6.53E+18,147.29811,30.578437,0.5288371,0.000154044,GALAXY,,22.32391,22.10021,20.30555,19.40506,19.05357,5801,56328,799
8.21E+18,138.81268,51.43871,0.5288498,8.72E-05,QSO,BROADLINE,20.75417,20.22762,20.11873,19.8111,19.75156,7289,57039,201
9.07E+18,247.80285,52.637046,0.5290374,7.73E-05,QSO,BROADLINE,20.63628,20.24792,20.13884,19.88213,19.77477,8058,57196,712
5.49E+18,229.8762,6.263864,0.5290477,0.000154133,GALAXY,,25.64462,22.24267,20.66651,19.7408,19.22614,4878,55710,3
6.53E+18,146.99537,30.745316,0.5291179,0.000119809,GALAXY,,22.55359,21.82729,20.16895,19.26838,18.93456,5801,56328,719
6.99E+17,240.30891,53.407333,0.5291784,0.00013706,QSO,,21.8283,21.41348,20.91125,20.47023,19.9821,621,52055,366
6.53E+18,142.93228,26.936152,0.5293669,9.68E-05,QSO,BROADLINE,21.90215,21.52878,20.30766,19.45603,19.0543,5796,56274,371
5.84E+18,252.05452,39.971549,0.5295265,0.000144707,GALAXY,,25.52551,22.31249,20.76369,19.74367,19.19708,5187,56074,595
5.84E+18,252.18757,39.57662,0.5295282,0.000104586,GALAXY,,23.53172,22.13074,20.37736,19.40029,18.99752,5187,56074,601
5.45E+18,200.75576,5.41486,0.5295355,0.000128709,GALAXY,,26.85528,22.63333,20.47731,19.40992,18.94553,4839,55703,409
4.71E+17,9.4979655,15.928681,0.5295749,0.000357805,QSO,BROADLINE,20.03082,19.75602,19.63683,19.33433,19.32144,418,51817,459
9.33E+18,143.49935,44.050346,0.5296785,0.000604535,QSO,,25.93496,27.03842,22.10062,21.10758,19.61571,8285,57048,529
6.52E+18,149.87087,33.874015,0.5297916,0.000249112,GALAXY,,23.62109,22.43836,21.18529,20.12588,19.68193,5793,56337,184
5.83E+18,133.28574,26.124786,0.5298393,0.000135436,GALAXY,,25.49537,22.36108,20.71858,19.75579,19.29645,5179,55957,597
6.52E+18,149.43236,34.285479,0.5298893,0.000149927,GALAXY,,25.0259,21.98308,20.46156,19.29011,18.79073,5793,56337,739
6.53E+18,150.30148,28.890318,0.5299571,0.000146572,GALAXY,,23.67821,22.21335,20.51138,19.39019,18.96354,5800,56279,93
6.52E+18,149.22341,34.320103,0.5299637,0.000131474,GALAXY,,23.30298,22.14399,20.16872,19.16189,18.70141,5793,56337,733
6.18E+18,228.19278,13.773838,0.5299912,6.90E-05,QSO,BROADLINE,21.73151,21.2276,20.94926,20.41303,19.93075,5486,56030,202
8.24E+18,140.54915,45.791545,0.5300003,8.00E-05,QSO,BROADLINE,22.27035,21.79221,21.11467,20.43817,20.54982,7315,56685,305
5.83E+18,134.43733,25.634864,0.5301165,0.000208111,GALAXY,,24.18007,22.53894,20.87374,19.68469,18.98518,5179,55957,807
1.31E+19,338.15563,29.568833,0.5302573,7.76E-05,QSO,BROADLINE,20.82051,20.58211,20.55155,20.38493,20.29622,11633,58463,452
6.53E+18,150.30805,28.982145,0.5303358,0.000257463,GALAXY,,22.60653,22.09984,20.5221,19.48465,19.0714,5800,56279,91
5.15E+18,149.04354,35.720345,0.530486,0.000116225,GALAXY,,23.90203,22.41095,20.69165,19.58172,19.0701,4573,55587,63
9.08E+18,242.51471,50.196292,0.5305125,0.000197661,QSO,BROADLINE,22.03018,21.31028,21.19389,20.66113,20.25368,8063,57576,146
4.80E+18,36.00381,1.7040163,0.5305488,0.000200278,GALAXY,,23.96378,22.46593,20.64755,19.56906,19.13671,4265,55505,255
5.84E+18,252.15341,39.596092,0.530575,0.000102403,GALAXY,,23.38264,21.32254,19.6175,18.68415,18.2103,5187,56074,609
8.31E+18,155.00184,46.243616,0.5306399,8.62E-05,QSO,AGN BROADLINE,19.62793,19.30663,19.31557,19.18864,19.18662,7385,56710,773
5.50E+18,234.32803,6.9180898,0.530753,0.00011461,GALAXY,,22.77368,22.25096,20.57468,19.53505,19.12078,4881,55733,517
5.14E+18,149.49867,43.686158,0.5308641,8.49E-05,GALAXY,,25.3619,21.95768,20.38344,19.51097,19.03454,4565,55591,665
6.53E+18,147.24163,30.077799,0.5308642,0.000113606,GALAXY,,24.22708,22.32909,20.83405,19.87627,19.44131,5801,56328,777
4.80E+18,36.507489,2.0489653,0.5309927,0.000144444,GALAXY,,23.83535,22.00901,20.4739,19.5651,18.96269,4265,55505,267
6.53E+18,147.29821,30.105241,0.5310743,0.000113257,GALAXY,,23.00174,21.98374,19.88376,18.91768,18.38286,5801,56328,775
9.98E+18,191.68526,36.36162,0.5310891,0.00013314,QSO,,21.73431,21.43545,21.31298,20.88103,20.62045,8868,57781,254
8.60E+18,30.887099,21.375134,0.5311963,5.28E-05,QSO,BROADLINE,19.3999,19.04042,19.02707,18.82264,18.78279,7636,56989,416
6.89E+18,355.63854,20.804951,0.5312124,9.32E-05,QSO,AGN BROADLINE,21.84391,21.51125,20.30259,19.49734,18.94383,6116,56245,17
1.41E+19,137.43233,2.9409511,0.5312998,6.83E-05,QSO,BROADLINE,19.96353,19.57767,19.47151,19.14219,18.97264,12544,58928,569
9.42E+18,160.16072,41.71814,0.5315087,0.00013449,QSO,,22.12219,21.55454,21.02173,20.60089,20.43372,8364,58138,939
1.21E+19,258.32165,38.370353,0.5315402,0.000100629,QSO,,21.19938,20.77957,20.57657,20.14329,19.76839,10721,58288,868
4.46E+18,232.35375,28.393613,0.5315426,0.000197333,GALAXY,,23.92076,22.6339,20.77951,19.68665,19.0467,3959,55679,787
5.84E+18,251.98612,39.603601,0.5315426,0.000115616,GALAXY,,26.13989,22.17973,20.42378,19.48931,19.06159,5187,56074,567
5.84E+18,251.21538,39.241335,0.5319092,0.000170836,GALAXY,,21.54332,21.03413,20.00025,19.14176,18.7742,5187,56074,501
1.34E+18,135.61318,4.719324,0.5319356,9.02E-05,QSO,BROADLINE,19.523,18.95572,18.62935,18.21595,18.05435,1192,52649,233
5.15E+18,148.61235,35.832715,0.532006,0.000163625,GALAXY,,22.87482,21.6325,19.82892,18.82938,18.34564,4573,55587,147
8.60E+18,328.99497,28.369569,0.5320407,0.000206105,QSO,,21.79064,21.40517,21.16557,20.88705,21.05705,7642,57651,2
9.99E+18,177.30406,38.222016,0.5321031,0.000136408,QSO,BROADLINE,22.1418,21.72384,21.60536,21.14706,20.99512,8872,57422,634
6.53E+18,147.0769,30.039803,0.5321087,0.000153432,GALAXY,,23.589,22.60862,20.6065,19.58659,19.10437,5801,56328,735
9.32E+18,126.27572,43.945437,0.5321565,0.000635801,QSO,,22.02461,21.65896,21.46135,20.9695,20.88374,8279,57063,736
7.21E+18,179.3921,20.379923,0.5322845,4.88E-05,QSO,BROADLINE,20.57367,20.10876,20.07975,19.81009,19.81088,6407,56311,229
8.60E+18,26.323996,23.603625,0.5323309,8.05E-05,QSO,STARBURST BROADLINE,21.1888,20.65087,20.41022,19.99573,19.71081,7638,56981,691
5.49E+18,146.19944,6.615218,0.5323859,0.000106543,GALAXY,,23.2558,21.78218,19.86872,18.83969,18.36075,4872,55944,69
1.31E+19,345.89686,34.123237,0.5324932,6.05E-05,QSO,BROADLINE,20.58543,20.29952,20.0646,19.73096,19.38255,11636,58462,804
6.52E+18,149.72845,34.263793,0.5325526,0.000164819,GALAXY,,22.91239,22.58633,20.14418,19.08914,18.56023,5793,56337,815
1.41E+19,129.91791,-0.6505059,0.5325769,0.000107192,QSO,,23.08916,22.28731,20.86992,20.29337,19.90182,12525,58932,335
9.60E+18,239.89464,43.010645,0.5326707,5.64E-05,QSO,STARBURST BROADLINE,20.01956,18.92132,18.55341,18.16316,18.07076,8527,57897,364
9.32E+18,117.72077,43.88818,0.532719,0.000661649,QSO,,21.45791,22.77575,21.51589,20.47987,19.09742,8276,57067,189
6.52E+18,149.15609,26.868617,0.5327752,0.000169802,GALAXY,,23.21915,22.12267,20.2175,19.31677,18.82724,5794,56282,83
5.50E+18,235.10782,6.5465893,0.5328863,0.000113465,GALAXY,,23.08224,21.87127,20.24092,19.33492,18.81151,4881,55733,396
1.03E+19,338.70504,1.9046248,0.5328879,0.000109317,QSO,BROADLINE,20.48124,20.1586,19.9721,19.75688,19.62883,9170,58048,568
6.52E+18,149.59226,34.216895,0.5329359,0.000101114,GALAXY,,23.72803,21.53919,19.9764,19.02254,18.59039,5793,56337,775
9.99E+18,198.98747,35.491983,0.5329803,6.26E-05,QSO,BROADLINE,23.0627,21.55437,20.58958,19.9848,19.57662,8871,57519,139
6.52E+18,151.18549,34.73815,0.5329991,0.000193159,GALAXY,,26.3874,21.71405,20.31065,19.32168,18.88356,5793,56337,985
9.32E+18,137.47002,44.853479,0.5330303,8.28E-05,QSO,BROADLINE,20.31134,20.09732,20.0415,19.75595,19.59805,8282,57041,947
1.34E+18,132.26504,5.9849797,0.5330321,6.11E-05,QSO,BROADLINE,18.41267,18.02821,18.0485,17.84047,17.83796,1189,52668,225
6.18E+18,227.42748,13.825021,0.5330573,0.000140717,QSO,,21.64085,20.7971,19.92981,19.13408,18.64627,5486,56030,405
1.41E+19,131.67042,-0.81306611,0.5331208,8.58E-05,QSO,,20.98387,20.45757,20.28759,19.78769,19.66434,12525,58932,2
5.83E+18,135.18077,25.054208,0.5331491,0.000128947,GALAXY,,25.72829,22.93351,20.88353,19.82513,19.53764,5179,55957,61
6.53E+18,150.73178,28.852361,0.5332499,0.000172036,GALAXY,,25.14347,22.25034,20.79684,19.80717,19.43714,5800,56279,43
1.41E+19,130.84096,-1.048738,0.5332726,5.68E-05,QSO,STARBURST BROADLINE,21.8688,20.99476,20.22505,19.66413,19.31124,12525,58932,106
5.49E+18,238.88146,6.9133396,0.5334132,0.000158035,GALAXY,,23.09675,22.60958,20.7315,19.81546,19.40982,4877,55707,951
9.32E+18,126.7638,44.610835,0.5336442,0.000106939,QSO,BROADLINE,21.86039,21.54373,21.41184,21.06175,20.43481,8279,57063,800
1.15E+19,152.27431,34.478216,0.5337015,7.85E-05,QSO,,21.46975,21.21272,20.78098,20.31721,20.29624,10231,58171,553
6.18E+18,231.69341,12.836834,0.5337394,3.87E-05,QSO,AGN BROADLINE,21.70647,21.2103,20.3676,19.23554,19.18863,5492,56010,889
1.08E+19,138.31569,18.797558,0.5338754,9.45E-05,QSO,BROADLINE,19.28319,18.94501,18.98915,18.79406,18.87217,9555,57814,192
6.52E+18,149.4102,32.840374,0.5339851,0.000135052,GALAXY,,24.72074,22.58667,20.72421,19.73909,19.34505,5793,56337,285
6.53E+18,150.80873,30.869293,0.5340074,6.73E-05,GALAXY,,22.79594,22.07159,20.75196,19.77781,19.34207,5800,56279,943
3.31E+17,197.51213,0.10702579,0.5341478,9.92E-05,QSO,BROADLINE,21.77751,20.57277,20.04901,19.52788,19.4538,294,51986,560
1.21E+19,258.5211,36.300163,0.5341656,0.00019648,QSO,,25.23611,22.3728,21.4182,21.32235,21.21897,10721,58288,86
5.83E+18,134.48905,26.434703,0.5342227,0.000125922,GALAXY,,25.74365,22.57189,20.87749,19.93014,19.61733,5179,55957,829
6.52E+18,149.42266,35.191669,0.5342556,7.40E-05,GALAXY,STARBURST,24.11974,21.65976,20.35869,19.55605,19.36903,5793,56337,753
5.15E+18,149.06385,35.503238,0.5344377,0.000104233,GALAXY,,25.27488,21.73759,20.15799,19.10504,18.64842,4573,55587,55
1.17E+19,143.14285,32.476351,0.5345057,9.52E-05,GALAXY,,24.38984,23.55808,22.74816,22.29658,22.06567,10429,58145,664
6.53E+18,150.61995,28.859817,0.5345938,0.000147363,GALAXY,,27.08464,21.75372,19.9124,18.88518,18.30075,5800,56279,57
6.43E+18,131.0256,62.985745,0.5347212,0.00023427,QSO,,24.18423,22.99087,20.94089,19.96473,19.35742,5714,56660,497
1.21E+19,249.20959,37.139985,0.5347576,5.64E-05,QSO,BROADLINE,20.62503,20.21489,20.16154,19.82569,19.73668,10726,58199,864
1.28E+19,337.42377,3.6165888,0.5347845,0.1778252,QSO,,27.54933,24.28665,22.44708,21.07003,19.85983,11342,58425,987
1.41E+19,135.12744,-0.88418437,0.5348697,0.000226377,QSO,,23.64831,23.6759,21.96191,21.17802,20.34923,12533,58931,72
1.08E+19,141.71941,18.210695,0.5349526,8.67E-05,QSO,STARBURST BROADLINE,19.8601,19.53346,19.32107,19.02415,18.83111,9553,57801,434
6.52E+18,149.69449,34.356682,0.5349615,0.000107353,GALAXY,,21.98366,21.45203,20.39958,19.70768,19.51971,5793,56337,813
5.83E+18,133.32226,25.970752,0.5349764,0.000152031,GALAXY,,24.12064,22.11005,20.53504,19.65555,19.03693,5179,55957,603
9.83E+18,33.921318,3.074721,0.5350684,4.82E-05,QSO,STARFORMING BROADLINE,18.29922,17.87086,17.79781,17.57613,17.55233,8734,57642,201
7.91E+18,212.09595,51.877738,0.5351588,0.000118171,QSO,BROADLINE,21.12978,20.56022,20.39043,19.9575,20.03202,7027,56448,223
4.80E+18,36.031808,1.3810525,0.5351609,0.000118466,GALAXY,,24.40471,22.64525,21.02989,20.05002,19.55909,4265,55505,247
6.53E+18,150.63944,28.874736,0.5353394,0.000247666,GALAXY,,26.20432,22.58261,20.78989,19.73964,19.29877,5800,56279,41
5.15E+18,148.95842,35.691597,0.5353773,0.00012436,GALAXY,,23.28023,22.53869,20.88492,19.86702,19.36617,4573,55587,67
1.25E+18,327.55098,-0.53493722,0.5354512,7.45E-05,QSO,BROADLINE,21.45241,21.00116,20.80779,20.23456,19.84603,1107,52968,222
6.52E+18,149.94486,32.689913,0.5354651,0.000172133,GALAXY,,23.07097,21.96957,20.36904,19.47107,19.01581,5793,56337,130
8.25E+18,152.17086,48.464912,0.5354654,0.000264186,QSO,,23.29605,22.2877,21.30691,20.56068,19.77158,7329,56719,869
6.52E+18,149.50018,34.178707,0.5354738,0.000147203,GALAXY,,22.39061,22.11268,20.29281,19.29475,18.62673,5793,56337,779
5.83E+18,133.22752,26.211474,0.5354991,0.000140408,GALAXY,,24.33085,22.33834,20.45311,19.48809,18.82334,5179,55957,589
9.98E+18,189.20697,37.06188,0.5356091,0.000103739,QSO,BROADLINE,21.18403,20.89686,20.91586,20.62055,20.44736,8867,57460,157
5.28E+17,133.71553,0.19815186,0.5358186,4.72E-05,QSO,BROADLINE,20.51591,20.06262,20.101,19.80905,19.6546,469,51913,289
9.99E+18,176.58482,37.263437,0.5360432,1.75E-05,GALAXY,STARBURST,21.82928,21.59242,21.04081,20.65624,20.85678,8872,57422,532
6.53E+18,148.17632,30.836376,0.5362581,0.000127867,GALAXY,,22.36371,21.74664,20.32151,19.32987,18.86613,5801,56328,947
1.34E+18,132.96176,6.5739371,0.5363323,7.05E-05,QSO,BROADLINE,20.14832,19.65712,19.64208,19.33535,19.26442,1189,52668,496
7.60E+18,211.70261,47.286104,0.5364165,3.14E-05,QSO,STARBURST BROADLINE,20.12324,19.68093,19.49965,19.17235,19.00523,6750,56367,924
6.52E+18,149.19314,33.275034,0.5364946,0.000182205,GALAXY,,25.68085,22.5677,20.67866,19.86051,19.64301,5793,56337,337
6.18E+18,227.76998,14.257217,0.5366212,0.000164615,GALAXY,,23.6899,21.49186,20.58194,19.81049,19.66871,5486,56030,335
1.15E+19,142.18675,34.465859,0.536623,0.000107962,QSO,BROADLINE,20.39585,20.18896,20.1594,19.92368,19.86385,10227,58224,668
9.98E+18,145.01773,38.620519,0.5366715,0.000120972,QSO,,21.71174,21.27466,21.00911,20.56318,20.20996,8863,57724,916
1.34E+18,134.58532,4.3986269,0.5367988,0.000703755,QSO,,19.51322,19.04162,18.881,18.64016,18.65884,1190,52670,31
1.15E+19,141.20613,33.630456,0.5368084,7.76E-05,QSO,BROADLINE,20.07019,19.78428,19.86165,19.65194,19.51646,10227,58224,513
1.21E+19,254.74777,36.273211,0.5370153,4.83E-05,QSO,BROADLINE,21.23515,20.8352,20.7655,20.40231,20.40536,10722,58281,319
5.15E+18,148.98249,35.868058,0.537034,0.000146351,GALAXY,,22.92136,22.12983,20.23903,19.42161,18.99551,4573,55587,71
9.99E+18,198.35062,35.747843,0.5371811,0.000152331,QSO,,22.5148,21.62405,21.51557,21.13608,20.57565,8871,57519,284
6.88E+18,351.51259,21.6877,0.5372506,0.000180545,QSO,,21.9083,21.38604,20.42007,19.62214,19.03041,6115,56237,398
5.83E+18,133.43747,25.925654,0.537342,0.000139597,GALAXY,,23.16949,21.84916,20.41425,19.55355,19.17858,5179,55957,601
5.83E+18,133.21277,26.16697,0.5373705,0.000145841,GALAXY,,23.3981,22.32226,20.77368,19.73187,19.19222,5179,55957,591
3.09E+18,207.64652,15.062898,0.5373936,3.43E-05,QSO,BROADLINE,19.67598,19.28949,19.39488,19.16969,19.16384,2742,54233,43
6.52E+18,149.1354,33.274284,0.5375161,0.000165707,GALAXY,,23.69686,22.14847,20.38185,19.46649,18.82812,5793,56337,377
6.53E+18,150.0434,28.963366,0.5375182,0.000247635,GALAXY,,26.6243,22.69272,21.18859,20.03109,19.44112,5800,56279,129
8.15E+18,36.703875,-4.9248668,0.5375387,0.000449504,QSO,,23.30076,22.65275,22.41927,22.34432,22.5654,7235,56603,439
5.49E+18,145.93977,6.0799136,0.5378544,0.00011176,GALAXY,,24.01874,22.28787,20.80673,19.71618,19.18692,4872,55944,71
9.84E+18,26.764754,3.8914387,0.5379354,6.71E-05,QSO,BROADLINE,22.20165,21.80272,21.26644,20.76054,20.97966,8739,57645,147
1.03E+19,342.09912,2.2644154,0.5380107,5.29E-05,QSO,BROADLINE,21.6892,20.98692,20.73258,20.14794,19.90763,9171,58068,798
6.52E+18,149.48468,26.817806,0.5380197,0.00016329,GALAXY,,22.35004,21.53209,20.04878,19.15204,18.69825,5794,56282,49
5.49E+18,145.88535,6.1761391,0.538088,0.000117754,GALAXY,,24.69461,22.67784,20.95421,19.98041,19.54272,4872,55944,113
5.75E+17,169.44686,2.5382057,0.5381183,4.82E-05,QSO,BROADLINE,19.5849,19.17486,19.24624,18.97398,18.92918,511,52636,358
8.54E+18,337.99242,20.369152,0.5382592,9.21E-05,QSO,BROADLINE,19.78887,19.35322,19.22416,19.00403,19.00519,7582,56960,64
6.52E+18,149.84121,34.852627,0.538456,0.000145815,GALAXY,,23.20485,21.59335,20.18334,19.24107,18.79958,5793,56337,797
5.83E+18,134.44936,26.9117,0.538528,0.000155571,GALAXY,,22.9973,21.34094,19.7925,18.76242,18.12695,5179,55957,785
8.25E+18,121.99369,46.269469,0.5386239,0.000222277,GALAXY,,23.73095,23.31674,21.46687,20.63604,19.86577,7328,56715,503
5.83E+18,134.07223,25.85757,0.5387851,0.000161228,GALAXY,,24.13562,23.39503,21.33168,20.27645,19.74704,5179,55957,730
7.22E+18,167.20548,26.07866,0.5389259,3.94E-05,QSO,BROADLINE,22.1664,20.71457,20.13437,19.53014,19.38248,6413,56336,529
9.84E+18,32.15899,3.925013,0.5391173,5.72E-05,QSO,BROADLINE,19.72913,19.2947,19.3712,19.27482,19.28434,8736,57400,93
9.99E+18,177.1307,37.106562,0.5391207,7.27E-05,QSO,BROADLINE,21.74893,21.23243,20.93416,20.47188,20.40591,8872,57422,620
5.15E+18,148.95382,35.964419,0.5391605,0.000135748,GALAXY,,24.94845,22.40866,20.7761,19.81031,19.44149,4573,55587,69
1.21E+19,254.05463,38.576823,0.5393384,0.000149862,QSO,AGN BROADLINE,21.7978,21.29693,20.97815,20.48007,19.99503,10720,58250,893
7.57E+18,224.76369,51.755061,0.5394275,0.000125611,GALAXY,,24.18617,21.91706,20.12835,19.02357,18.55453,6720,56390,497
3.51E+18,17.994101,18.0331,0.5395529,0.000531992,QSO,,19.26231,18.32621,18.13651,18.09079,18.1587,3115,54793,469
6.53E+18,147.02886,30.138585,0.5395895,0.00015744,GALAXY,,25.40968,21.93324,20.4982,19.59366,19.12429,5801,56328,737
1.15E+19,147.00238,34.039663,0.5397444,0.000103302,QSO,BROADLINE,21.29621,20.76792,20.43312,19.98953,19.62042,10230,58224,485
